Дата,Температура (день),Давление (день),Температура (вечер),Давление (вечер),Облачность (день)-Ясно,Облачность (день)-Малооблачно,Облачность (день)-Переменная облачность,Облачность (день)-Пасмурно,Облачность (вечер)-Ясно,Облачность (вечер)-Малооблачно,Облачность (вечер)-Переменная облачность,Облачность (вечер)-Пасмурно,Ветер (день) (м/с),Ветер (день)-С,Ветер (день)-СВ,Ветер (день)-В,Ветер (день)-ЮВ,Ветер (день)-Ю,Ветер (день)-ЮЗ,Ветер (день)-З,Ветер (день)-СЗ,Ветер (вечер) (м/с),Ветер (вечер)-С,Ветер (вечер)-СВ,Ветер (вечер)-В,Ветер (вечер)-ЮВ,Ветер (вечер)-Ю,Ветер (вечер)-ЮЗ,Ветер (вечер)-З,Ветер (вечер)-СЗ
2010-01-01,-4.0,745,-1.0,742.0,0,0,0,1,0,0,0,1,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0
2010-01-02,-5.0,743,-6.0,741.0,0,0,0,1,0,0,0,1,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0
2010-01-03,-3.0,734,0.0,734.0,0,0,0,1,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0
2010-01-04,-17.0,743,-21.0,747.0,1,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,1
2010-01-05,-19.0,757,-21.0,759.0,1,0,0,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0
2010-01-06,-18.0,763,-22.0,764.0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2010-01-07,-17.0,767,-21.0,767.0,0,0,1,0,0,0,1,0,2.0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,1
2010-01-08,-20.0,766,-17.0,764.0,0,0,0,1,0,0,0,1,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0
2010-01-09,-8.0,761,-8.0,760.0,0,0,0,1,0,0,0,1,1.0,0,0,0,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0
2010-01-10,-12.0,760,-16.0,760.0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2010-01-11,-14.0,756,-12.0,756.0,0,0,0,1,0,0,0,1,1.0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1,0,0
2010-01-12,-11.0,752,-12.0,750.0,0,0,0,1,0,0,0,1,2.0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,0,1,0,0
2010-01-13,-7.0,747,-7.0,748.0,0,0,0,1,0,0,0,1,3.0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0
2010-01-14,-8.0,751,-12.0,755.0,0,0,1,0,1,0,0,0,2.0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,1
2010-01-15,-14.0,761,-16.0,761.0,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2010-01-16,-17.0,768,-20.0,771.0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2010-01-17,-17.0,774,-22.0,774.0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2010-01-18,-18.0,770,-21.0,770.0,0,1,0,0,0,0,0,1,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0
2010-01-19,-17.0,769,-19.0,769.0,0,0,1,0,0,1,0,0,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0
2010-01-20,-17.0,770,-17.0,770.0,1,0,0,0,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0
2010-01-21,-15.0,767,-19.0,765.0,0,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2010-01-22,-20.0,763,-26.0,764.0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2010-01-23,-22.0,762,-27.0,762.0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2010-01-24,-19.0,761,-21.0,760.0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2010-01-25,-14.0,761,-13.0,761.0,0,0,0,1,0,0,0,1,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0
2010-01-26,-7.0,761,-10.0,764.0,0,0,0,1,0,0,0,1,4.0,0,0,1,0,0,0,0,0,4.0,0,0,1,0,0,0,0,0
2010-01-27,-12.0,762,-15.0,759.0,0,1,0,0,1,0,0,0,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0
2010-01-28,-14.0,749,-16.0,747.0,1,0,0,0,0,1,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0
2010-01-29,-15.0,748,-20.0,750.0,1,0,0,0,0,1,0,0,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0
2010-01-30,-16.0,750,-12.0,750.0,0,0,0,1,0,0,0,1,4.0,0,0,1,0,0,0,0,0,4.0,0,0,1,0,0,0,0,0
2010-01-31,-7.0,757,-7.0,758.0,0,0,0,1,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0
2010-02-01,-5.0,758,-6.0,759.0,0,0,0,1,0,1,0,0,3.0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0
2010-02-02,-7.0,759,-9.0,760.0,0,0,0,1,0,0,0,1,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0
2010-02-03,-11.0,764,-14.0,766.0,0,1,0,0,0,1,0,0,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0
2010-02-04,-9.0,772,-12.0,773.0,1,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0
2010-02-05,-9.0,770,-13.0,768.0,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2010-02-06,-10.0,767,-16.0,767.0,1,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,1
2010-02-07,-11.0,767,-16.0,767.0,1,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0
2010-02-08,-13.0,767,-15.0,767.0,0,0,1,0,0,1,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0
2010-02-09,-14.0,770,-16.0,770.0,1,0,0,0,1,0,0,0,4.0,0,0,1,0,0,0,0,0,4.0,0,0,1,0,0,0,0,0
2010-02-10,-15.0,774,-18.0,775.0,1,0,0,0,1,0,0,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0
2010-02-11,-16.0,776,-19.0,776.0,1,0,0,0,1,0,0,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0
2010-02-12,-12.0,776,-16.0,776.0,1,0,0,0,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0
2010-02-13,-10.0,773,-15.0,770.0,0,0,0,1,1,0,0,0,1.0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0
2010-02-14,-10.0,764,-13.0,761.0,0,1,0,0,1,0,0,0,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0
2010-02-15,-10.0,752,-9.0,749.0,0,0,0,1,0,0,0,1,3.0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0
2010-02-16,-7.0,740,-7.0,736.0,0,0,0,1,0,0,0,1,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0
2010-02-17,-6.0,740,-10.0,743.0,1,0,0,0,0,0,0,1,4.0,0,0,0,0,0,0,0,1,4.0,0,0,0,0,0,0,0,1
2010-02-18,-9.0,751,-14.0,751.0,1,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0
2010-02-19,-11.0,746,-12.0,748.0,0,0,1,0,0,1,0,0,3.0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0
2010-02-20,-4.0,745,-8.0,746.0,0,0,0,1,0,0,0,1,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0
2010-02-21,-12.0,743,-12.0,743.0,0,0,0,1,0,0,0,1,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0
2010-02-22,-9.0,743,-10.0,743.0,0,0,0,1,0,0,0,1,4.0,0,0,1,0,0,0,0,0,4.0,0,0,1,0,0,0,0,0
2010-02-23,-7.0,743,-8.0,745.0,0,0,0,1,0,0,0,1,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0
2010-02-24,-5.0,746,-6.0,747.0,0,0,0,1,0,0,1,0,2.0,0,1,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0
2010-02-25,-3.0,749,-3.0,750.0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2010-02-26,-3.0,754,-5.0,755.0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
2010-02-27,-3.0,755,-7.0,755.0,0,0,1,0,0,1,0,0,2.0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,0,1,0,0
2010-02-28,-6.0,755,-10.0,756.0,0,0,1,0,0,0,1,0,2.0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,1
2010-03-01,-8.0,758,-10.0,758.0,0,0,0,1,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0
2010-03-02,-6.0,755,-8.0,753.0,0,0,0,1,0,0,0,1,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0
2010-03-03,-4.0,752,-5.0,752.0,0,0,0,1,0,0,0,1,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0
2010-03-04,-4.0,750,-6.0,748.0,0,0,0,1,0,0,1,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0
2010-03-05,0.0,747,-4.0,750.0,0,0,1,0,1,0,0,0,2.0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,0,1,0,0
2010-03-06,-5.0,753,-6.0,752.0,0,0,1,0,0,0,0,1,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0
2010-03-07,-4.0,749,-4.0,747.0,0,0,0,1,0,0,0,1,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0
2010-03-08,-3.0,740,-5.0,742.0,0,0,0,1,0,0,0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0
2010-03-09,-6.0,749,-11.0,750.0,1,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,1
2010-03-10,-4.0,751,-8.0,750.0,0,0,0,1,0,0,1,0,2.0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,0,1,0,0
